Customer_ID,star rating,Day,Month,Year, Seat Type,Departure,Arrival,Via,traveler_types,country,status,reviews
1015,7,30,August,2019,Economy Class,New York , Knoxville       ,Direct Flight,Solo Leisure,India,Not Verified , Las Vegas to San Jose. The worst airline to fly domestic in the USA. Continuous delays. No flight has ever departed on time. Took 5 domestic flights during my trip and each flight was delayed by at least 2 hours. Staff is also clueless. Will never recommend this airline to anyone.
1016,1,27,August,2019,Premium Economy,Montreal , New York       ,Direct Flight,Couple Leisure,United States, Trip Verified ,"  La Guardia to Halifax. I booked this flight 6 weeks ago for me and my husband as part of our 20th anniversary vacation. Naturally I booked 2 seats together, 5C and 5D. Because I am 6â€™6â€, I planned to take the aisle seat on the cramped commuter jet. Everything was fine until while boarding the plane I was told â€œyour new seat is 7Aâ€. When I asked if my husbandâ€™s seat was also changed I was told it was not. When I said that was not acceptable (which I thought was obvious) I was told we could sit together in 7A and 7B. The problem was they failed to tell that to the person in 7B who was already on the plane. After attempting to get into 7A (a window seat) with minimal success, I sat in my original seat. At that point I was told I was in the wrong seat. When I explained the situation I was told I had been moved to accommodate other passengers who wished to sit together. Not OK. I have contacted Delta and am awaiting a response as to why they believe they have the right to discriminate against others in a country where that is illegal."
1017,10,26,August,2019,Economy Class,Lansing MI , Gulfport MS      ,Direct Flight,Solo Leisure,Canada,Not Verified ,  We were booked on a West Jet flight from Toronto to New York; our flight was cancelled and the best we could get after multiple phone calls to West Jet was arriving at 4pm the next day going through Atlanta on Delta flights. We are so ecstatic that this was the airline we were switched to and that we were diverted through Atlanta. Every single staff member was understanding of the pressure we felt to get to New York in time to see our Broadway show. I don't know if Delta will read this but Matilda at gate T3 on August 23 for the 130pm flight to New York deserves recognition. When we approached her to get information about our now delayed 230pm flight she knew we wouldn't make it in time for our show so she sent us to customer service where they put us as a priority on the stand by list for the 130pm flight which was on time no questions asked. When we got called to get our seats Matilda recognized us and celebrated with us that we were going to make our show. We were glad to have any seat but we were seated in economy plus (it feels like this was a gift from Matilda). When we left Toronto we felt defeated that we had lost a day and a half of our trip and getting to our Broadway show wasn't guaranteed not to mention we were met with horrible customer service. Delta truly saved our trip!
1018,1,26,August,2019,Economy Class,Miami , Natal        ,Direct Flight,Family Leisure,United States, Trip Verified ,  New York JFK to Ft Lauderdale. Check in agent Florence (did not get last name) went above and beyond for myself and the 4 boys I was traveling with... She was so polite friendly and offered a smile to calm a very frustrated morning. Left after paying for luggage with a smile and laughing. Wish I would have seen her last name. I hope she gets to see this and know she was appreciated and thank you!
1019,3,26,August,2019,Economy Class,Miami , Atlanta        , Pittsburgh      ,Business,Canada, Trip Verified ," Las Vegas to Seattle. I don't usually fly Delta Air Lines as they don't have many routes in the city I live in. Having said that, every time I have flown with them (3x in the last 2 years), I found their staff to be courteous and helpful, their seats adequate (although a little hard), good leg room (I'm 6' 4""), and their app (reviewed in 2019) probably the best in the industry. Will fly again."
1020,10,26,August,2019,Economy Class,Atlanta , New York JFK      ,Direct Flight,Couple Leisure,United States, Trip Verified ,"  Denver to Detroit. Our friends always told us we needed to try the nicer airlines out, but we generally couldnâ€™t afford it so we were excited when we found that Delta had a basic economy flight available for a trip home to visit my family. We though â€œFinally! We get to fly with an airline that treats their customers well!â€ Boy were we in for a surprise. I guess you only qualify for Deltas better treatment if you have the money to fly in one of their other classes. Just like everything else in this world, it seems Delta has subscribed to the idea that if you donâ€™t have money, you are worthless and donâ€™t deserve to be treated well. Through a course of events, my husband and I were unable to make our departure flight. When we realized we would not make our flight, I called to discuss what could be done. A Delta representative informed me that because I was a basic economy customer, they could not assist me over the phone, so when we arrived at the airport, we spoke with someone at the counter. The representative we spoke with was very condescending and entirely unhelpful. After scolding us for missing our original flight, they informed us that we would need to rebook and that the cost would be over $300 per passenger. Nowhere in that conversation did they indicate that we would need to rebook our entire trip. Not wanting to spend $600+ on top of what we had already spent, we booked a one-way trip with our usual economy airline. We thought our troubles were over. Sure, we were out a couple hundred dollars, but we made it to family vacation and we had a flight home .. or so we thought... We spent a great week with my family and returned to the airport for our flight back home only to find that our entire reservation had been canceled when we missed our first flight. The individual at the desk this time got on the phone to try to sort things out with us. They found that we would be expected to buy new tickets for a flight home. Again it was suggested that we pay over $300 per passenger to secure our flights home. The individual helping me at the desk held my hand and assured me they understood how I was feeling, but they couldnâ€™t convince the person on the other side of the phone to help us. Eventually, the person on the other end of the phone conceded to crediting is with the cost of our original flights home so that we would pay the difference instead of the full charge to rebook. As if this was some sort of favor... we eventually concede to pay out of desperation to get home for work the next day. All in all, we essentially paid for our entire trip twice. Though the hit to my bank account was painful, the biggest sting wasnâ€™t ultimately the cost; it was the loud and proud message that I only mattered to Delta as a customer if I had been willing to pay more money to them on the front end. Well Delta, you win. You have my money, but certainly not my respect, and surely not my business. Just earlier this year, I had traveled home with an economy airline to help move my grandmother into a nursing home. I had purchased a round trip, but my grandmother ended up passing away and I extended my stay through to my brothers wedding which I had already purchased flights for."
1021,1,24,August,2019,First Class,San Jose , Piedmont , Atlanta     ,Solo Leisure,United States, Trip Verified ,"  Washington to Panama City via Atlanta. Paid $30 for my checked luggage then an extra $100 because it was 6 pounds overweight. Talk about highway robbery. If I wasnâ€™t in a rush to catch my flight, I would have bought a second bag and only paid $60 for both."
1022,1,23,August,2019,Economy Class,Honolulu , Salt Lake City      ,Direct Flight,Couple Leisure,United States, Trip Verified ,"  San Antonio to Atlanta. This airline is a joke. The first leg of our flight was delayed due to an exit sign missing off the plan. 4 hour delay because they could not find an exit sign to fix the problem. This caused a large number if people to miss connecting flights. Delta didnâ€™t care of the issue. Everyone I spoke with shrugged their shoulders and replied with an â€œwe canâ€™t helpâ€. For my wife and myself, we will miss our connecting flight to Jamaica. Our $1,000 a night resort wonâ€™t change our reservations because it is already booked past our date. Delta offers nothing to help correct this. Wish I had booked with airline that doesnâ€™t have plans falling apart and that arenâ€™t able to meet FFA regulations. If the plan is missing exit sign, what else is missing."
1023,1,23,August,2019,Economy Class,New York , Charleston       ,Direct Flight,Solo Leisure,United States, Trip Verified ," San Diego to New York with Delta Air Lines. Three delays without any excuse. No mechanical or weather related issues affected this flight: DL 2288. Two delays at San Diego resulting in 1 hour 15 minute delay, entering holding pattern 500 miles from destination, taxiing for more than 1/2 hour after arrival at JFK because Delta needed to find an unoccupied gate. These delays were avoidable and unacceptable. Both air and ground operations are to be blamed for a total of nearly three hour delay."
1024,1,22,August,2019,Economy Class,Dublin , New York JFK      ,Direct Flight,Solo Leisure,United States, Trip Verified , Predatory sales practices. Fees and what theyâ€™re for are not obvious or easily found. Customer Service says one thing and the agents at the airport another. I was told to pay for a checked bag by an agent even though customer service told me it was included. They also shame and embarrass customers for buying economy class tickets. Never flying with them again and will advise anyone I know not to fly with them.
1025,5,22,August,2019,Economy Class,St Louis , Aruba , Atlanta     ,Couple Leisure,United States, Trip Verified ,"  Los Angeles to Spokane via Seattle. Just went to check in for my flight 24 hours prior to departure and found out that they had sold out all seats on the 2nd leg of our flight! No seats? We paid to get from LAX to Spokane, not just halfway. 1.5 hour wait time to speak with a rep. So I guess we're walking from Seattle to Spokane because we didn't realize these crooks require customers to pay an extra $15 per seat to ensure that you actually get a seat on the flight you paid for."
1026,3,21,August,2019,Economy Class,Atlanta , Lincoln , Milford      ,Family Leisure,United States,Not Verified ,"  I was on the Delta flight from Nassau to JFK today and the restroom at the front of the plane was only available for the first class passengers, 16 in total, 3 flight attendants and 2 pilots, where the rest of 144 passengers in the main cabin had to use the restroom in the back of the plane. I was traveling with my 2.5 year old son who said he was cold during the flight and when I asked flight attendant for a blanket I was told they didnâ€™t provide any for that flight, however, as I was leaving the plane I couldnâ€™t help but notice a bunch of unused still in the plastic wrap blankets laying on the floor between the first class seats. Shame on you Delta!"
1027,1,21,August,2019,Economy Class,New York , Jacksonville       ,Direct Flight,Family Leisure,United States, Trip Verified ,"  I am so pleased with the flight. The staff are very kind and thoughtful, on top of being super nice and professional, I have forgotten my phone in the previous airplane which was also Delta and I had realized when I was already all seated in the next plane and the plane was getting ready to take off within less then 15 min, I went and told this lady that was working there and she immediately knew who to contact and got all of my info and contacted the staffcleaning out the previous plane and within 10 min I got my phone on time before take off! Also the gentlemen that checked me and my family at boarding helped with it and made sure my 3 kids and husband stayed in the same row together. So pleased with this trip! Thank you Delta!"
1028,10,20,August,2019,Economy Class,Atlanta , Amsterdam        ,Direct Flight,Couple Leisure,United States, Trip Verified ,  Miami to La Guardia. My second worst experience with Delta. They board and then cancel flight without informing customers. I was on the phone 12 hours before and was never told that they had been canceling flights. We got to Fort Lauderdale and our flight was delayed only to be canceled after being on the plane and they kept giving excuse after excuse. We get to Miami only to be told our flight was canceled again. We got the same fueling excuse. It is horrible. No communication and liars.
1029,10,20,August,2019,Economy Class,Spokane , Salt Lake , Fresno     ,Business,United States, Trip Verified , They canceled my flight the night before on 8/18. Was supposed to have me on the morning flight on 8/19. Sent me an email saying I was on the flight and then I go to check in on 8/19 and they say I have no seat. They canceled my seat without my request. Do not fly with Delta for they don't care to screw you out of your seat after they canceled your flight before over weather.
1030,9,18,August,2019,Economy Class,Kansas City , Minneapolis       ,Direct Flight,Couple Leisure,United States, Trip Verified ,  Montreal to New York. Plane landed on time and approached a gate that was already occupied. We were told we needed to wait until it unloaded passengers. Then we were told there was another plane ahead of us in the line to the gate. We waited some more until we were told that the plane needed to go to another gate. This is about 40 minutes later the we got off the plane. We were told to take a shuttle bus to the baggage claim. That bus filled up before we could board and we needed to wait for a second bus. The second bus arrived and before we boarded the dispatcher told us to get off at the 2nd stop. The bus driver and a second dispatcher argued about whether to wait for another flight to fill the bus before we departed. The driver did not want to wait so we left and at the second stop they switched drivers. The new driver refused to let us get off the bus. He proceeded to drive us back to where we started. We told the dispatcher what happened and he berated us for listening to the driver rather than sympathize with our being subjected to wasted time and confusion. We called Delta and related the story. The service person on the phone said 'What do you expect me to do about this?'. I said this is very poor service and is there some way we could be compensated. She disconnected me. Do not fly Delta.
1031,2,18,August,2019,Business Class,Detroit , St Louis       ,Direct Flight,Solo Leisure,United States, Trip Verified ," Usually I have no complaints whatsoever flying with Delta, but this time I had the worst experience. Firstly my flight from Lansing Michigan to Detroit was fine. However my flight from Detroit to Atlanta had an hour and a half layover which was okay with me. As soon as I stepped off the plane from Lansing, I received an email that my flight would be delayed another hour which was okay with me once again. I had a connecting flight in Atlanta to Gulfport that departed at 9.38. My flight from Detroit was supposed to land in Atlanta at 7.48 didn't land there until 9.15. After sprinting to the gate after having to stare at a monitor for my gate number I hurriedly made my way to my gate only for them to announce that my flight departed 5 minutes early. I was in tears almost with how frustrated I was. I was trying to get to Mississippi to see my brother off before he got deployed and also celebrate his birthday before he left. Fortunately the flight attendant was able to give me a care pouch and a hotel room although I had no access to my luggage and my cellphone was dying. Eventually I made it to Gulfport and spent time with my brother before he left for deployment. On my way back home, my flight from Atlanta to Detroit was delayed once again causing me to miss my connecting flight home. My mother who was 50 plus years old drove at midnight to come and get me from Detroit airport because they wouldn't give me a hotel room for the night and wanted everyone to stay the night in the airport. There was no remorse when I called customer service and explained everything to them. They told me they'd get back to me in seven business days for my refund for the last of my trip and offered me a $25 gift card. This was by far the worst experience and I will more than likely never fly Delta again. I was better off flying Spirit. Delta Charges too much money for them to be treating their customer's like this. Never again."
1032,1,18,August,2019,Economy Class,Albuquerque , New Orleans , Salt Lake City   ,Business,United States, Trip Verified ," Delta CEO and policy makers, Iâ€™ve been a loyal Delta customer for almost my entire 30 year career, I live in Atlanta, your HQ. I not only fly Delta, I pay for the sky club every year and I have a Delta American Express card. Even though I have to consider all airfare costs, all the time for my company, I prefer Delta and choose Delta whenever possible, until now. I have spent decades building up my points. Late nights, early mornings, delayed flights, 60+ overnight stays a year away from my family and more. Itâ€™s a lot of sacrifice to be able to take advantage of miles Iâ€™ve worked extremely hard for once or twice a year, only find out, Delta can manipulate markets and gauge customers like me and pull all those decades of earned miles right out of my pocket in an instance. And not a few thousand, 100s of thousands! Which brings me to my issue. My fiancÃ© is from Brazil. She comes from a big family with great tradition of family events and putting family first. Her parents are celebrating 50 years of marriage. We can not miss that event. Iâ€™ve been working on a trip to take advantage of my rewards from decades of travel. It occurred to me, that if I am to leave my native city (Atlanta) to Sau Paulo. The cost for us to leave Atlanta is outrageous. The points cost us more than double compared to other airports in the vicinity. Weâ€™re trying to work through it and be creative but it is a huge waste of time and energy. Not only in trying to source the trip and solve the problem, but also in having to fly to another airport just to preserve my hard earned points. And this email is just another big waste of my time. To make matters worse youâ€™re having us leave an airport (Miami) we donâ€™t even want to depart from, only to come back to Atlanta and do a 10 hour layover. To make matters worse my fiancÃ© can not afford to travel that day to Miami and back to Atlanta, because she only has a sitter for the Atlanta to Sau Paulo trip and weâ€™re struggling to find a way to keep her in Atlanta, even if I have to go out of my way to Miami, just to protect some of my hard earned points. If I was to transition her ticket to the Atlanta portion only, the cost to my personal point status is crippling. Iâ€™m writing to you because Iâ€™ve been loyal for decades. Iâ€™ve supported Delta for decades (flights. Credit cards, sky club, etc). Iâ€™ve never complained. Iâ€™ve supported you and now your fleecing my points because youâ€™re too rigid to solve this problem. I canâ€™t accept the negative impact Iâ€™m being subjected to, after all the sacrifice Iâ€™ve withstood to earn my points. I donâ€™t accept it. You tag line, printed on your napkin (see photo) states, 'the world is better without you in it'. What youâ€™re doing to me, my fiancÃ©, her daughter and our trip flies in the face of this tag line. Youâ€™re supposed to encourage us to venture out, travel, adventure, etc.. Not discourage us and penalize us. Iâ€™m not some one-timer. Look at my vast history. The fact that youâ€™re setting markets up for price gauging with a personal impact to someone like me, is completely opposed to your messaging. So if youâ€™re going to be an impediment to your own tag line, Iâ€™d suggest you stop using it."
1033,1,16,August,2019,Economy Class,New York JFK , Venice      ,Direct Flight,Couple Leisure,United States,Not Verified ,"  Miami to Atlanta via Pittsburgh. My Husband and I celebrated our 1-year Anniversary and thanks to Delta to give us a horrible ending to our vacation. It first started in Miami where there were 2 or 3 delays for the flight from Miami to Atlanta, there were no announcements regarding why the delays were happening and no information given whatsoever. The weather was a little overcast sky, but that was it. Once we finally boarded the aircraft, we landed in Atlanta 15 minutes after our connected flight had already left. We were not sure what our next steps were, so we went to the Delta Help counter on Concourse A where we encountered a nasty, condescending, rude, disrespectful employee. It was bad enough that we were upset that we missed our flight, but to make matters worse to endure her and her unpleasant attitude. First of all, in Miami there was no reason given why our flight was delayed and then when we got to Atlanta we had to stay in the airport all night and were not compensated or reimbursed for anything, not so much as a blanket, a cup of coffee or water. I understand that things happen but to be treated in the matter of which we were is Unacceptable and definitely not customer-oriented or customer friendly, at all. From the first delay, where there were no updates, to the rude employee, to no compensation for anything, not to mention that my husband and I missed a day of work and missed wages and had to pay an extra day of parking at our original destination where we had parked and pre-paid. I definitely would not recommend your airline to anyone. Based on the unjust treatment and the lack of concern from your company and employee Lucille, I somehow, sincerely doubt that this complaint would be viewed or given any consideration, but I had to air my true disappointment in a company that I view totally different now."
1034,2,15,August,2019,Economy Class,Portland , Washington        ,Direct Flight,Family Leisure,Philippines, Trip Verified ,  Atlanta to New York JFK. Contrary to popular belief that they handle their customers poorly they are very excellent in their customer service. I am talking about the Flight Attendants. They are well-groomed and their well-mannered employees. They are also very helpful in our baby and our staff. The food is OK but the customer service is amazing!
1035,1,14,August,2019,Economy Class,Seattle , Pasco        ,Direct Flight,Family Leisure,United States, Trip Verified ,"  San Jose to Piedmont via Atlanta. By far the worst experience. I was not able to select seats at time of booking. Neither at check in. The process is wild, I was given the second last row which is not not a problem but the stench is unbelievable and unbearable. Cannot believe the most advanced country can have airlines that smell this bad. I have travelled around the world quiet a bit but have never experienced something this bad. Passengers were spraying whatever possible to make it they the nearly 5 hour flight."
1036,1,14,August,2019,Economy Class,New York , Syracuse       ,Direct Flight,Family Leisure,United States, Trip Verified ,  Honolulu to Salt Lake City. Seats are crammed. The worst part of the entire experience though is how hot the cabin was during the flight. They assured us that as soon as we were in the air that it would cool down. It didn't. The over head air vents didn't help even a little bit. Hot as hell.
1037,2,14,August,2019,Economy Class,Nashville , Boston        ,Direct Flight,Family Leisure,United States, Trip Verified ,"  New York to Charleston. Absolute nightmare. Delta will leave you for days in any city with children and no baggage. Their baggage claim guy yelled at me in front of my child when I ask how many hours until I could get my bag. They are uncaring as to whether you have food, shelter, or anything else. They cost me $1000 dollars and missing my boys 10th birthday, and so much exhaustion and stress. No one in my family will  fly Delta again. They do not care about you or your family in any way. I really feel for those less fortunate who did not have the resources I did."
1038,10,13,August,2019,Economy Class,Atlanta , Houston        ,Direct Flight,Family Leisure,Ireland, Trip Verified ,"  Arrived at Dublin Airport early for the flight to leave checked baggage and check-in, no lines at either bag drop or check-in! Great gate staff who were able to assist us by confirming our pre-ordered vegetarian meals. Flight left on time! After take off two snacks (snack mix & biscoff cookies) and a drink from a selection of alcoholic or soft drinks were provided free of charge! Vegetarian meals were handed out a few minutes before the standard meals, meal was horrible, a vegetarian (not vegan) consisted of gluten free pasta, no dairy whatsoever, along with a salad and a gluten free bread roll. I would suggest vegetarians opt for the vegetarian meal that is provided onboard without needing to preorder. Asked for the other vegetarian meal that people who did not preorder got and it was great. Cabin crew were extremely attentive and did a drinks service every 45 minutes. About 2.5 hours before landing a vegetarian snack bag and burrito was handed out which were both decent. About 1 hour before landing ice cream was handed out.  I had lost my phone and had asked the cabin crew if it was okay if I could have a look for it at my seat they allowed me too and even helped me search for it. Had a nice conversation with the same member of cabin crew, one thing about Delta is they have outstanding staff. We collected our baggage which was fine and not damaged whatsoever. Would highly recommend Delta,  the best airline that I have flown."
1039,1,13,August,2019,Economy Class,Atlanta , Pensacola        ,Direct Flight,Couple Leisure,United States,Not Verified ,"  St Louis to Aruba via Atlanta. My husband and I got married Saturday Aug 3, 2019. We planned our honeymoon following immediately after for Monday Aug 5th, 2019 to Saturday Aug 10th, 2019 to Oranjestad, Aruba. Though weâ€™ve never flew with Delta airlines before, there were no worries that our honeymoon would be amazing. When we arrived to the Delta check â€“ in , there was an older gentlemen who was kind enough to help get our luggage checked in, he stated that he had just sent us off to Aruba and that some sort of gratuity would be in order, we tipped him and went on our way. Things were running smooth, however, instead of departing at 7:00 am like our boarding passes stated, Delta flight 1080 to ATL start boarding at 7:00 am, which posed no issue at the time us, because my husband and I were present at the gate. Although boarding to ATL was passed time, the flight made good timing. We arrived in ATL at 9:50 am instead of 9:31am like our boarding passes and check in stated. My husband and I had assigned seats in the back of the plane, separately in rows 35 B and 35 F. It took a total of 20 minutes to get off the Delta flight 1080 from STL. We got off from our flight around 10:10 am, unlike other airlines we have been on, Delta requires you to go see a monitor for further instructions on boarding. My husband and I immediately went to the nearest monitor to locate the appropriate gate for our connecting flight to Aruba. In the Hartsfield-Jackson Airport, there is a train that connects at each gate. The gate assembly starts at T, then A, B, C, D, E. it took my husband and I a total of 15 minutes to get from off flight 1080 to Gate T, then Gate E. GATE E 14. The gate that will forever be in our memory. Delta Flight 655, Departure time was set for 10:41 am on our boarding passes and once we arrived at gate E 14 at 10:28 am. Our flight was gone. Boarding had ended, and our fight had fully departed. My heart sank, we were in disbelief. Frantic, I ask the Delta representative at gate E 14 where our plane was and the gentlemen stated that the flight left at 10:26 am. My husband and I spoke with several representatives who were rude and unempathetic as they made things seems as though it was our fault that we were late. I was honestly unable to comprehend why our flight was gone and it was well before 10:41 am. Absolutely devastated, my questions meant nothing to anyone. There was even a gentleman who worked for Delta who felt it was appropriate to tell us that he called us on the intercom to board while we were on our way from our first flight because they knew we had checked in from our previous flight from STL. We were offered a complimentary flight for the next day only after we asked to speak to a supervisor. Defeated, we accepted with no choice. We asked for a complimentary room for Deltaâ€™s inconvenience and we were laughed at by the Supervisor. My husband and I spent the first day of our honeymoon in the Hartsfield-Jackson Airport. (over 24 hours)  My husband and I had no luggage as we spent the night in an unknown State. We were responsible for late check in fees to our resort in Aruba.  We were charged cancellation fees for reservations made on our first day of arrival. We will never forget our horrific experience and never trust this airline again, regardless of cost."
1040,1,13,August,2019,Economy Class,New York JFK , Vancouver      ,Direct Flight,Family Leisure,United States,Not Verified ,"  My fiance & I had the same flight attendant flying to Destin and back to Nebraska. His name is Ken and we know he lives in MN. This guy, in my opinion, is a top-notch flight attendant. He helped me out with my wedding dress on the way down. On our way back, there was room in the back of first-class and he asked if we would like to move up as a ""wedding gift"" from him. That was super kind of him and we did not expect that nor did he need to. It was just such a kind gesture that we've never received before. Very pleasant gentleman, polite, and goes above and beyond the call of duty. We just wanted to let the company of Delta know that Ken is an excellent employee! "
1041,1,13,August,2019,Economy Class,Puerto Rico , Dallas       ,Direct Flight,Couple Leisure,United States, Trip Verified ,"  Our flight from New York to Jacksonville was eventually cancelled after 9 hours or so. We immediately went to Delta to reschedule the flight. We were told no flights for 2 days. We had paid extra so we could choose our seats. Delta Main vs Economy. When we were rebooked we were put at the very back of the plane. Our friends who purchased economy were put in the middle around row 19. The cancellation and not able to get out of NYC costed us an additional $900. Thankfully, we could afford to get rooms. Many couldn't. Delta did absolutely nothing to assist. I get weather causes delays and cancellations, but not for 2 days. When I contacted Delta, they offered $25 or 500 miles in the spirit of goodwill. I try to use Delta vs low cost carriers for better options when these things occur. Not anymore, there is no difference that I am able to see."
1042,1,12,August,2019,Economy Class,Seattle , Salt Lake City      ,Direct Flight,Couple Leisure,United States, Trip Verified ,"  We flew from Nashville to Atlanta first. We arrived in plenty of time to make our connection to Amsterdam. We found our gate and then we went to T G Fridays. We knew the flight would start boarding at 3:15, so we got there but no one was there! We went to another gate and were told the flight had left but there was also a flight leaving at 5:30. We were sent to a customer service area in the middle of the Gate E. I accidentally got in the Platinum line. I told her I was not Platinum but we just missed our flight. I wish I knew her name. She asked why we missed our flight. I said it was our fault and that we were stupid. I did not realize until we were on our new flight to Amsterdam that there was a time difference of one hour that we had not accounted for. The lady said they would not charge us as a one time courtesy. She was an angel!"
1043,3,10,August,2019,Economy Class,Munich , Detroit        ,Direct Flight,Business,United States, Trip Verified ,"  Spokane to Salt Lake via Fresno. From overbooked flight to APPS not working, cramped space and non attentive Flight Attendants, I'm done!! I had a choice and I should have flown Alaska. They are the best. I booked my flight 30 days in advance and still paid $726 round trip! Ridiculous"
1044,2,10,August,2019,Economy Class,New York La Guardia , New Orleans       ,Direct Flight,Solo Leisure,United States, Trip Verified ,  Kansas City to Minneapolis. Delta does not allow you to sit standby if you buy their basic economy class. You have to pay for the more expensive tickets for this feature. This makes it difficult to flex with a military work schedule. So if you get off early and want to try and get on an earlier flight. Forget about it because Delta will not help you out.
1045,9,9,August,2019,Economy Class,Boston , Cancun , Atlanta      ,Business,United States, Trip Verified ,"  Detroit to St Louis. $75 to fly standby. That's all I need to say. Generally I really like Delta flights and how they are ran. But this is a serious customer service issue. Other airlines still allow you to fly standby on earlier flights for free. Delta decided to be greedy and monetize this. It takes them very little effort and probably makes them more money in the long run to allow standby passengers for free. It make sure the flights are full and provides the airline better flexibility in later flights to change and add passengers. But, Delta decided to go to the dark side on this one, forgo good will to their customers and make that extra $75. I personally will make sure to fly United or Southwest in the future if I have the reasonable option. I'm not swearing off Delta entirely as I care for convenience in my travel first and foremost, but I do guarantee I will purchase at least a couple fewer Delta tickets this year. I suggest if you want the flexibility to fly standby without any extra charge, that you fly with a different airline as well."
1046,1,9,August,2019,Economy Class,Los Angeles , Paris , Minneapolis     ,Family Leisure,United States,Not Verified ,  Albuquerque to New Orleans via Salt Lake City. Great flight into SLC. Got delayed and cancelled on the Tarmac leaving SLC. Got lucky and had an available plane and reboarded within an hour and a half. Staff were very communicative and had a snack/drink tray waiting for us as we deboarded for the delay. Best experience I have had with a flight crew/airline. Almost every other flight Iâ€™ve ever been on with other airlines have been absolutely miserable. Nicely done Delta.
1047,5,9,August,2019,Economy Class,Detroit , Kansas City       ,Direct Flight,Solo Leisure,United States, Trip Verified ,"  New York JFK to Venice. My 14 old brother was a part of mandatory UMNR program. The whole registration process was a mess. At first we were told by a registration agent that he wasn't registered for a program, when I insisted that he was as I wouldn't be able to purchase a ticket without registering him for a program, the agent was able to find a record. Without apologizing for the stress, he proceeded registering my brother and printed his boarding pass with the assigned seat that I requested 6 moths ago 40A (near the window). At the time of the boarding after standing in line we were told by the stewardess in a pretty rude tone that my brother will be boarding the last. We waited for an entire airplane to board and the stewardess finally nodded us that we can go ahead. She then printed additional slip and without showing it to me took my brother to board. When the plane took off, my brother texted me that he was seated to the seat #17 in between two other passengers and his requested and already assigned seat was given away to somebody else. Nobody told me that at the time I was passing my brother to the Delta Airline agent, and needless to say my brother who studies English as a second language wasn't able to raise a concern on his own. I felt helpless and very disappointed. The terrible service we received cost us $150 in addition to the plain ticket and caused the worst international travel experience. This complain was submitted at the airline website first to give them a chance to respond. After waiting for a month with no respond, I am re-posting here."
1048,1,9,August,2019,Economy Class,Atlanta , Stuttgart        ,Direct Flight,Family Leisure,United States,Not Verified ,"  Portland to Washington. I hate that Iâ€™m wasting more energy on Delta, but people need to know how they treat people, their kids, and their belongings. My kids had an unaccompanied minor reservation. Anytime you make an unaccompanied minorâ€™s reservation, you have to do it over the phone. So when I got to the airport an hour and a half before my kids flight, Delta proceeded to tell me that they could not go through TSA because they had to be two hours early. I begin to explain to them that no one informed me of this very strict rule, and that I had no way of knowing that. They were condescending towards me and said it wasnâ€™t their job to tell me when to be at the airport, and I could read it in the â€œcontract I signedâ€. I informed them that I clearly havenâ€™t signed anything, because itâ€™s an airline requirement that I book over the phone. I asked if they could get a flight for them that same day, but they could not due to flight times. So I then asked if they could compensate us in someway for the inconvenience because I had to work a double the next day and they said no and I got upset and began to panic because I didnâ€™t know what to do (I have severe anxiety), and she immediately got fed up with me and told me that she would not help me and that she would just document that I got there late (which is a lie). She then told me that I needed to call the unaccompanied minors hotline to change my kids flight if I wanted any help at all. I then called the hotline, and that person helped, and was apologetic. So because of this, I had to wake up at 4:30 a.m to get them to the airport on time and then go straight to work to work a double. But when we got to the airport the next day, and we were checking my daughters suitcase at the desk, the delta employee put her bag on the belt without  tagging it first! I look at her like... is my kids bag going to get lost? She assured me it would arrive to their destination. I didnâ€™t believe them but I wasnâ€™t going to waste time asking for management after the way Iâ€™d been treated before. So we finally get to the gate, and when they go to board the delta employee snaps at the parents to say their goodbyes and was just very stern in general, and when I was hugging my kids goodbye she snapped at me and said â€œyou need to stay backâ€ I just looked at her like â€œIâ€™m just trying to hug them goodbyeâ€ and even another mom came up to me and said â€œthey have no sympathy for moms with anxiety, do they?â€ And if only she knew the half of it. Youâ€™d think this review stops here, but it doesnâ€™t. Hours after I send my kids off with these unprofessional people, which I wish I hadnâ€™t, I get a text from my son saying that there was a problem with the gate, and that they got there late and weâ€™re at a completely different airport. Mind you, I am paying a couple hundred dollars for someone to escort them to their gate on time, And to make sure they get to the correct destination and airport. And THEN I find out that they in fact sent my kids suitcase to the wrong airport, and their dad had to drive to two different airports and pay $50 in parking. I will never fly Delta again, nor will I recommend them."
1049,9,8,August,2019,Economy Class,Atlanta , Washington        ,Direct Flight,Family Leisure,United States,Not Verified ,"  Iâ€™m so sleep deprived I donâ€™t even know what time it is. Our 45 minute flight was scheduled at no later than 11pm last night and now it is currently set to leave at noon today! Thatâ€™s only after buying new tickets, as our flight got cancelled after a 3 hour delay at the last minute. If youâ€™re in a rush to get home and want to end up frustrated because youâ€™re stuck in an airport, I highly recommend flying with Delta Airlines. Not only will they not compensate you, but they will also lose your luggage! But on the bright side, we did get free snacks. Why, I love a granola bar. So worth my 700$ ticket and my luggage. I really wish I could say this is the first time weâ€™ve had this issue, or the second time, or the third. Could be worse. At least Iâ€™m not on the 48 hour delay flights like most people around me. As for the other airlines? Theyâ€™re doing fine."
